CUSTOMERNAME,CONTACTLASTNAME,CONTACTFIRSTNAME,PHONE_STAND,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CUSTOMER_ID
"AV Stores, Co.",Ashworth,Victoria,+441715551555,Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,1635
Atelier graphique,Schmitt,Carine,+3340322555,"54, rue Royale",Nantes,Unknown,44000,France,1636
Lyon Souveniers,Da Cunha,Daniel,+3333146627555,27 rue du Colonel Pierre Avia,Paris,Unknown,75508,France,1637
Toys4GrownUps.com,Young,Julie,+16265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,1638
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1639
"Anna's Decorations, Ltd",O'Hara,Anna,+610299368555,201 Miller Street,North Sydney,NSW,2060,Australia,1640
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1641
Baane Mini Imports,Bergulfsen,Jonas,+4707989555,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,1642
"La Corne D'abondance, Co.",Bertrand,Marie,+33142342555,"265, boulevard Charonne",Paris,Unknown,75012,France,1643
"Corrida Auto Replicas, Ltd",Sommer,Mart¡n,+34915552282,"C/ Araquil, 67",Madrid,Unknown,28023,Spain,1644
Technics Stores Inc.,Hirano,Juri,+16505556809,9408 Furth Circle,Burlingame,CA,94217,USA,1645
"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,+358981443655,Torikatu 38,Oulu,Unknown,90110,Finland,1646
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,1647
"Stylish Desk Decors, Co.",Brown,Ann,+441715550297,35 King George,London,Unknown,WX3 6FW,UK,1648
"Iberia Gift Imports, Corp.",Roel,Jose Pedro,+34955558282,"C/ Romero, 33",Sevilla,Unknown,41101,Spain,1649
"Saveley & Henriot, Co.",Saveley,Mary,+3378325555,"2, rue du Commerce",Lyon,Unknown,69004,France,1650
Diecast Collectables,Franco,Valarie,+16175552555,6251 Ingle Ln.,Boston,MA,51003,USA,1651
Handji Gifts& Co,Victorino,Wendy,+65652241555,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,1652
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1653
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1654
Handji Gifts& Co,Victorino,Wendy,+65652241555,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,1655
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1656
Diecast Classics Inc.,Yu,Kyung,+12155551555,7586 Pompton St.,Allentown,PA,70267,USA,1657
Scandinavian Gift Ideas,Larsson,Maria,+460695346555,?kergatan 24,Boras,Unknown,S-844 67,Sweden,1658
Marta's Replicas Co.,Hernandez,Marta,+16175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,1659
Canadian Gift Exchange Network,Tannamuri,Yoshi,+16045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,1660
Vitachrome Inc.,Frick,Michael,+12125551500,2678 Kingston Rd.,NYC,NY,10022,USA,1661
"Volvo Model Replicas, Co",Berglund,Christina,+460921123555,Berguvsvgen  8,Lule,Unknown,S-958 22,Sweden,1662
"Corrida Auto Replicas, Ltd",Sommer,Mart¡n,+34915552282,"C/ Araquil, 67",Madrid,Unknown,28023,Spain,1663
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1664
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1665
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1666
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1667
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,1668
Cruz & Sons Co.,Cruz,Arnold,+636325553587,15 McCallum Street - NatWest Center #13-03,Makati City,Unknown,1227 MM,Philippines,1669
Reims Collectables,Henriot,Paul,+3326471555,59 rue de l'Abbaye,Reims,Unknown,51100,France,1670
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1671
Toys4GrownUps.com,Young,Julie,+16265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,1672
Corporate Gift Ideas Co.,Brown,Julie,+16505551386,7734 Strong St.,San Francisco,CA,Unknown,USA,1673
"Anna's Decorations, Ltd",O'Hara,Anna,+610299368555,201 Miller Street,North Sydney,NSW,2060,Australia,1674
Daedalus Designs Imports,Rance,Martine,+3320161555,"184, chausse de Tournai",Lille,Unknown,59000,France,1675
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1676
Auto Canal Petit,Perrier,Dominique,+33147556555,"25, rue Lauriston",Paris,Unknown,75016,France,1677
Daedalus Designs Imports,Rance,Martine,+3320161555,"184, chausse de Tournai",Lille,Unknown,59000,France,1678
Vitachrome Inc.,Frick,Michael,+12125551500,2678 Kingston Rd.,NYC,NY,10022,USA,1679
Auto Canal Petit,Perrier,Dominique,+33147556555,"25, rue Lauriston",Paris,Unknown,75016,France,1680
Gifts4AllAges.com,Yoshido,Juri,+16175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,1681
Online Mini Collectables,Barajas,Miguel,+16175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,1682
Marta's Replicas Co.,Hernandez,Marta,+16175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,1683
"Toys of Finland, Co.",Karttunen,Matti,+358902248555,Keskuskatu 45,Helsinki,Unknown,21240,Finland,1684
Baane Mini Imports,Bergulfsen,Jonas,+4707989555,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,1685
Microscale Inc.,Kuo,Kee,+12125551957,5290 North Pendale Street,NYC,NY,10022,USA,1686
Cruz & Sons Co.,Cruz,Arnold,+636325553587,15 McCallum Street - NatWest Center #13-03,Makati City,Unknown,1227 MM,Philippines,1687
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,1688
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1689
Suominen Souveniers,Suominen,Kalle,+35835898045555,"Software Engineering Center, SEC Oy",Espoo,Unknown,FIN-02271,Finland,1690
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,1691
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1692
"UK Collectables, Ltd.",Devon,Elizabeth,+441715552282,Berkeley Gardens 12  Brewery,Liverpool,Unknown,WX1 6LT,UK,1693
"AV Stores, Co.",Ashworth,Victoria,+441715551555,Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,1694
Signal Gift Stores,King,Sue,+17025551838,8489 Strong St.,Las Vegas,NV,83030,USA,1695
"Anna's Decorations, Ltd",O'Hara,Anna,+610299368555,201 Miller Street,North Sydney,NSW,2060,Australia,1696
Heintze Collectables,Ibsen,Palle,+4586213555,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,1697
Gift Depot Inc.,King,Julie,+12035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,1698
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1699
Online Diecast Creations Co.,Young,Valarie,+16035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,1700
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,1701
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1702
"Saveley & Henriot, Co.",Saveley,Mary,+3378325555,"2, rue du Commerce",Lyon,Unknown,69004,France,1703
Mini Caravy,Citeaux,Frederique,+3388601555,"24, place Kluber",Strasbourg,Unknown,67000,France,1704
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,1705
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1706
Handji Gifts& Co,Victorino,Wendy,+65652241555,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,1707
"UK Collectables, Ltd.",Devon,Elizabeth,+441715552282,Berkeley Gardens 12  Brewery,Liverpool,Unknown,WX1 6LT,UK,1708
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1709
FunGiftIdeas.com,Benitez,Violeta,+15085552555,1785 First Street,New Bedford,MA,50553,USA,1710
"AV Stores, Co.",Ashworth,Victoria,+441715551555,Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,1711
Signal Gift Stores,King,Sue,+17025551838,8489 Strong St.,Las Vegas,NV,83030,USA,1712
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1713
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1714
The Sharp Gifts Warehouse,Frick,Sue,+14085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,1715
Souveniers And Things Co.,Huxley,Adrian,+6161294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,1716
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1717
"La Corne D'abondance, Co.",Bertrand,Marie,+33142342555,"265, boulevard Charonne",Paris,Unknown,75012,France,1718
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,1719
Suominen Souveniers,Suominen,Kalle,+35835898045555,"Software Engineering Center, SEC Oy",Espoo,Unknown,FIN-02271,Finland,1720
"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,+358981443655,Torikatu 38,Oulu,Unknown,90110,Finland,1721
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,1722
"Stylish Desk Decors, Co.",Brown,Ann,+441715550297,35 King George,London,Unknown,WX3 6FW,UK,1723
"Iberia Gift Imports, Corp.",Roel,Jose Pedro,+34955558282,"C/ Romero, 33",Sevilla,Unknown,41101,Spain,1724
Mini Classics,Frick,Steve,+19145554562,3758 North Pendale Street,White Plains,NY,24067,USA,1725
Diecast Collectables,Franco,Valarie,+16175552555,6251 Ingle Ln.,Boston,MA,51003,USA,1726
Signal Collectibles Ltd.,Taylor,Sue,+14155554312,2793 Furth Circle,Brisbane,CA,94217,USA,1727
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1728
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1729
Handji Gifts& Co,Victorino,Wendy,+65652241555,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,1730
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1731
Diecast Classics Inc.,Yu,Kyung,+12155551555,7586 Pompton St.,Allentown,PA,70267,USA,1732
Land of Toys Inc.,Yu,Kwai,+12125557818,897 Long Airport Avenue,NYC,NY,10022,USA,1733
Marta's Replicas Co.,Hernandez,Marta,+16175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,1734
Heintze Collectables,Ibsen,Palle,+4586213555,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,1735
Vitachrome Inc.,Frick,Michael,+12125551500,2678 Kingston Rd.,NYC,NY,10022,USA,1736
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1737
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,1738
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1739
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1740
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1741
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1742
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1743
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,1744
Rovelli Gifts,Rovelli,Giovanni,+39035640555,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,1745
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,1746
Gift Ideas Corp.,Lewis,Dan,+12035554407,2440 Pompton St.,Glendale,CT,97561,USA,1747
Mini Creations Ltd.,Tam,Wing C,+15085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,1748
"Toys of Finland, Co.",Karttunen,Matti,+358902248555,Keskuskatu 45,Helsinki,Unknown,21240,Finland,1749
Scandinavian Gift Ideas,Larsson,Maria,+460695346555,?kergatan 24,Boras,Unknown,S-844 67,Sweden,1750
Alpha Cognac,Roulet,Annette,+3361776555,1 rue Alsace-Lorraine,Toulouse,Unknown,31000,France,1751
"Double Decker Gift Stores, Ltd",Hardy,Thomas,+441715557555,120 Hanover Sq.,London,Unknown,WA1 1DP,UK,1752
Cruz & Sons Co.,Cruz,Arnold,+636325553587,15 McCallum Street - NatWest Center #13-03,Makati City,Unknown,1227 MM,Philippines,1753
"Men 'R' US Retailers, Ltd.",Chandler,Michael,+12155554369,6047 Douglas Av.,Los Angeles,CA,Unknown,USA,1754
Collectable Mini Designs Co.,Thompson,Valarie,+17605558146,361 Furth Circle,San Diego,CA,91217,USA,1755
Cambridge Collectables Co.,Tseng,Kyung,+16175555555,4658 Baden Av.,Cambridge,MA,51247,USA,1756
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1757
Collectables For Less Inc.,Nelson,Allen,+16175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,1758
"Norway Gifts By Mail, Co.",Klaeboe,Jan,+474722121555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Unknown,N 0106,Norway,1759
"Bavarian Collectables Imports, Co.",Donnermeyer,Michael,+49498961089555,Hansastr. 15,Munich,Unknown,80686,Germany,1760
"Classic Gift Ideas, Inc",Cervantes,Francisca,+12155554695,782 First Street,Philadelphia,PA,71270,USA,1761
giftsbymail.co.uk,Bennett,Helen,+441985558888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,1762
Rovelli Gifts,Rovelli,Giovanni,+39035640555,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,1763
"Tokyo Collectables, Ltd",Shimamura,Akiko,+8181335840555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,1764
"Stylish Desk Decors, Co.",Brown,Ann,+441715550297,35 King George,London,Unknown,WX3 6FW,UK,1765
"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,+358981443655,Torikatu 38,Oulu,Unknown,90110,Finland,1766
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1767
Reims Collectables,Henriot,Paul,+3326471555,59 rue de l'Abbaye,Reims,Unknown,51100,France,1768
The Sharp Gifts Warehouse,Frick,Sue,+14085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,1769
"Australian Collectables, Ltd",Connery,Sean,+6161938446555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,1770
"AV Stores, Co.",Ashworth,Victoria,+441715551555,Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,1771
Signal Gift Stores,King,Sue,+17025551838,8489 Strong St.,Las Vegas,NV,83030,USA,1772
"Anna's Decorations, Ltd",O'Hara,Anna,+610299368555,201 Miller Street,North Sydney,NSW,2060,Australia,1773
Heintze Collectables,Ibsen,Palle,+4586213555,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,1774
Rovelli Gifts,Rovelli,Giovanni,+39035640555,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,1775
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1776
Online Diecast Creations Co.,Young,Valarie,+16035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,1777
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,1778
"Double Decker Gift Stores, Ltd",Hardy,Thomas,+441715557555,120 Hanover Sq.,London,Unknown,WA1 1DP,UK,1779
"Saveley & Henriot, Co.",Saveley,Mary,+3378325555,"2, rue du Commerce",Lyon,Unknown,69004,France,1780
Mini Caravy,Citeaux,Frederique,+3388601555,"24, place Kluber",Strasbourg,Unknown,67000,France,1781
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,1782
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1783
Handji Gifts& Co,Victorino,Wendy,+65652241555,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,1784
"UK Collectables, Ltd.",Devon,Elizabeth,+441715552282,Berkeley Gardens 12  Brewery,Liverpool,Unknown,WX1 6LT,UK,1785
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1786
"AV Stores, Co.",Ashworth,Victoria,+441715551555,Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,1787
Signal Gift Stores,King,Sue,+17025551838,8489 Strong St.,Las Vegas,NV,83030,USA,1788
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1789
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1790
The Sharp Gifts Warehouse,Frick,Sue,+14085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,1791
Souveniers And Things Co.,Huxley,Adrian,+6161294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,1792
Motor Mint Distributors Inc.,Hernandez,Rosa,+12155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,1793
Marseille Mini Autos,Lebihan,Laurence,+3391244555,"12, rue des Bouchers",Marseille,Unknown,13008,France,1794
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1795
Collectables For Less Inc.,Nelson,Allen,+16175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,1796
"Men 'R' US Retailers, Ltd.",Chandler,Michael,+12155554369,6047 Douglas Av.,Los Angeles,CA,Unknown,USA,1797
Quebec Home Shopping Network,Fresnisre,Jean,+15145558054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,1798
Herkku Gifts,Oeztan,Veysel,+474722673215,"Drammen 121, PR 744 Sentrum",Bergen,Unknown,N 5804,Norway,1799
Online Diecast Creations Co.,Young,Valarie,+16035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,1800
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1801
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1802
"Vida Sport, Ltd",Holz,Michael,+410897034555,Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,1803
"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,+358981443655,Torikatu 38,Oulu,Unknown,90110,Finland,1804
"UK Collectables, Ltd.",Devon,Elizabeth,+441715552282,Berkeley Gardens 12  Brewery,Liverpool,Unknown,WX1 6LT,UK,1805
L'ordine Souveniers,Moroni,Maurizio,+390522556555,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,1806
Signal Gift Stores,King,Sue,+17025551838,8489 Strong St.,Las Vegas,NV,83030,USA,1807
"Vida Sport, Ltd",Holz,Michael,+410897034555,Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,1808
"Norway Gifts By Mail, Co.",Klaeboe,Jan,+474722121555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Unknown,N 0106,Norway,1809
"Toms Spezialitten, Ltd",Pfalzheim,Henriette,+4902215554327,Mehrheimerstr. 369,Koln,Unknown,50739,Germany,1810
FunGiftIdeas.com,Benitez,Violeta,+15085552555,1785 First Street,New Bedford,MA,50553,USA,1811
Motor Mint Distributors Inc.,Hernandez,Rosa,+12155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,1812
"Australian Collectors, Co.",Ferguson,Peter,+610395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,1813
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1814
Toys4GrownUps.com,Young,Julie,+16265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,1815
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1816
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1817
Mini Caravy,Citeaux,Frederique,+3388601555,"24, place Kluber",Strasbourg,Unknown,67000,France,1818
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,1819
Danish Wholesale Imports,Petersen,Jytte,+4531123555,Vinb'ltet 34,Kobenhavn,Unknown,1734,Denmark,1820
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,1821
"Stylish Desk Decors, Co.",Brown,Ann,+441715550297,35 King George,London,Unknown,WX3 6FW,UK,1822
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,1823
Boards & Toys Co.,Young,Leslie,+13105552373,4097 Douglas Av.,Glendale,CA,92561,USA,1824
Scandinavian Gift Ideas,Larsson,Maria,+460695346555,?kergatan 24,Boras,Unknown,S-844 67,Sweden,1825
CAF Imports,Fernandez,Jesus,+3434913728555,"Merchants House, 27-30 Merchant's Quay",Madrid,Unknown,28023,Spain,1826
Mini Creations Ltd.,Tam,Wing C,+15085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,1827
Enaco Distributors,Saavedra,Eduardo,+34932034555,"Rambla de Catalu¤a, 23",Barcelona,Unknown,8022,Spain,1828
"Saveley & Henriot, Co.",Saveley,Mary,+3378325555,"2, rue du Commerce",Lyon,Unknown,69004,France,1829
Collectable Mini Designs Co.,Thompson,Valarie,+17605558146,361 Furth Circle,San Diego,CA,91217,USA,1830
Tekni Collectables Inc.,Brown,William,+12015559350,7476 Moss Rd.,Newark,NJ,94019,USA,1831
Land of Toys Inc.,Yu,Kwai,+12125557818,897 Long Airport Avenue,NYC,NY,10022,USA,1832
Quebec Home Shopping Network,Fresnisre,Jean,+15145558054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,1833
Petit Auto,Dewey,Catherine,+3202555467,Rue Joseph-Bens 532,Bruxelles,Unknown,B-1180,Belgium,1834
"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth,+16045554555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,1835
Gifts4AllAges.com,Yoshido,Juri,+16175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,1836
"AV Stores, Co.",Ashworth,Victoria,+441715551555,Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,1837
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,1838
"Volvo Model Replicas, Co",Berglund,Christina,+460921123555,Berguvsvgen  8,Lule,Unknown,S-958 22,Sweden,1839
"Tokyo Collectables, Ltd",Shimamura,Akiko,+8181335840555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,1840
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,1841
"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,+358981443655,Torikatu 38,Oulu,Unknown,90110,Finland,1842
Corporate Gift Ideas Co.,Brown,Julie,+16505551386,7734 Strong St.,San Francisco,CA,Unknown,USA,1843
